arrival_demand,average_delay_seconds,average_travel_time,exit_lane_capacity,mean_vehicle_distance,overflow_count,overflow_duration_seconds,phase_switch_timing_error_seconds,queue_length,safety_violation_rate,speed_kmh,stop_frequency,throughput,environment,intersection_id,city,city_label,topology,lane_profile,risk_level,day_index,time_window
452.1191,19.1818,70.8867,1419.3223,162.8386,329.9654,333.0159,0.4779,139.6747,0.2332,31.0509,0.1914,442.9518,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,3,am_peak
452.6936,18.9891,70.8867,1425.9443,162.8386,332.9338,335.462,0.4918,140.4284,0.2359,30.7347,0.1947,449.2942,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,3,midday
448.5205,19.1949,70.8867,1410.3254,162.8386,333.3845,335.2176,0.5173,139.3262,0.2356,30.7278,0.1912,446.2492,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,3,pm_peak
454.147,19.1843,70.8867,1414.2566,162.8386,331.6408,336.4429,0.4754,138.2958,0.2348,31.0388,0.1903,445.713,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,3,evening
451.0623,18.8724,70.8867,1432.0866,162.8386,328.7246,333.2911,0.4339,139.935,0.2336,31.1902,0.1944,447.7248,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,4,am_peak
447.2309,19.2847,70.8867,1412.9519,162.8386,332.2067,335.9201,0.458,137.8517,0.235,30.9909,0.1939,445.615,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,4,midday
449.7861,18.9192,70.8867,1410.1864,162.8386,336.2607,331.7904,0.5002,139.8124,0.2372,30.9463,0.1916,447.1503,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,4,pm_peak
450.3274,19.2974,70.8867,1425.8934,162.8386,333.1929,332.5359,0.5194,137.8756,0.2339,31.1873,0.1918,447.1579,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,4,evening
452.9887,19.089,70.8867,1429.9751,162.8386,330.4538,332.4968,0.509,140.3217,0.2328,30.9959,0.1925,442.6012,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,5,am_peak
447.6804,19.2153,70.8867,1406.9817,162.8386,334.9159,334.0031,0.5078,140.0386,0.2349,31.1146,0.1913,447.2268,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,5,midday
452.6837,19.2785,70.8867,1409.0916,162.8386,336.0204,329.2928,0.5303,140.5885,0.236,30.9315,0.192,446.1459,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,5,pm_peak
446.7579,19.1814,70.8867,1432.7495,162.8386,331.1648,331.1929,0.4279,138.6781,0.2353,31.0265,0.1919,443.0888,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,5,evening
450.8868,18.8549,70.8867,1427.3658,162.8386,329.2061,334.9219,0.4353,139.6337,0.233,31.1107,0.1937,452.6109,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,6,am_peak
450.879,19.1099,70.8867,1413.6591,162.8386,335.1155,334.113,0.4539,140.1453,0.2368,30.7591,0.1944,452.1253,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,6,midday
445.329,19.2149,70.8867,1430.1151,162.8386,333.0226,330.372,0.4706,138.2543,0.2339,30.9629,0.1913,443.7012,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,6,pm_peak
453.9208,19.0415,70.8867,1412.5767,162.8386,336.5627,329.1017,0.523,137.7843,0.2357,30.7712,0.1923,452.177,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,6,evening
449.2526,18.9494,70.8867,1408.7963,162.8386,334.7884,334.1299,0.4796,137.7931,0.2356,31.1732,0.194,447.1252,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,7,am_peak
450.8588,18.9158,70.8867,1409.3053,162.8386,332.809,335.0769,0.4298,139.0007,0.2362,30.8156,0.1914,447.952,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,7,midday
446.5625,19.2234,70.8867,1414.4423,162.8386,332.8213,335.9103,0.4963,140.1267,0.2341,31.011,0.1943,450.6821,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,7,pm_peak
449.679,19.1953,70.8867,1416.855,162.8386,332.8608,334.0252,0.4352,138.6686,0.2334,30.7273,0.1908,444.1989,cityflow_calibrated,city1_i11,city_1,City 1,3way,mild_imbalance,medium,7,evening
895.4917,130.6402,110.9078,2721.4516,192.7061,621.0666,616.5877,0.4285,962.8873,0.2352,12.8584,1.532,865.8115,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,1,am_peak
908.8443,130.5127,110.9078,2730.6302,192.7061,622.1052,621.8994,0.4629,957.0285,0.2351,12.8942,1.5333,867.5667,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,1,midday
896.2411,131.1929,110.9078,2713.9316,192.7061,622.9741,618.2,0.4014,961.9151,0.2346,13.0096,1.5244,855.0399,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,1,pm_peak
891.3709,131.3944,110.9078,2762.7055,192.7061,622.903,622.0925,0.4447,957.9382,0.2319,12.9703,1.5309,863.2909,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,1,evening
903.7079,132.5095,110.9078,2768.1683,192.7061,617.6965,613.8394,0.4197,967.4505,0.2316,13.1193,1.5023,867.7389,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,2,am_peak
908.5227,130.3802,110.9078,2769.1756,192.7061,619.4484,622.3458,0.4329,961.3783,0.2365,12.9997,1.5096,856.6542,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,2,midday
906.1182,130.4484,110.9078,2770.398,192.7061,614.4242,621.8302,0.5034,953.9988,0.2319,12.9128,1.5121,866.9924,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,2,pm_peak
893.5484,131.7491,110.9078,2777.9927,192.7061,621.3706,616.6279,0.4185,974.7669,0.2352,13.1116,1.5153,861.1721,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,2,evening
894.6521,130.9866,110.9078,2758.6382,192.7061,609.7794,613.3134,0.4355,971.2293,0.2343,12.9988,1.4974,860.1571,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,3,am_peak
903.2303,130.8546,110.9078,2727.2071,192.7061,616.3829,610.2199,0.4649,956.4593,0.2367,13.0547,1.5306,852.5804,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,3,midday
895.49,132.6163,110.9078,2726.1764,192.7061,612.766,617.0053,0.4584,952.3693,0.2329,12.8475,1.5049,857.284,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,3,pm_peak
908.3908,130.4828,110.9078,2776.9243,192.7061,621.2194,621.8355,0.4804,959.2286,0.2336,13.0819,1.5238,847.9816,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,3,evening
889.8435,132.5319,110.9078,2755.274,192.7061,618.1638,611.8714,0.4795,961.1939,0.2327,12.8129,1.5112,858.3839,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,4,am_peak
900.0129,132.3305,110.9078,2771.3626,192.7061,611.2333,613.4133,0.4633,958.2945,0.2351,12.9433,1.513,863.5074,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,4,midday
893.0822,130.1985,110.9078,2756.3402,192.7061,623.0892,617.0176,0.483,971.1536,0.2319,12.814,1.5239,866.4675,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,4,pm_peak
891.4511,131.1043,110.9078,2773.5667,192.7061,623.3986,619.2468,0.4233,956.0939,0.2343,12.9072,1.5176,860.9106,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,4,evening
890.5501,131.3441,110.9078,2752.0166,192.7061,615.8152,610.3577,0.4835,971.0886,0.2332,12.9374,1.5181,857.0597,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,5,am_peak
903.4744,130.0471,110.9078,2727.5825,192.7061,613.8515,617.4441,0.4693,959.3273,0.2363,12.8997,1.5212,850.982,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,5,midday
893.8485,132.4604,110.9078,2762.2789,192.7061,622.5461,624.3311,0.4344,954.0759,0.2332,12.8561,1.5103,867.6936,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,5,pm_peak
907.5368,131.4411,110.9078,2724.1222,192.7061,610.0496,623.1922,0.4034,967.8594,0.2324,13.0501,1.5027,866.8308,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,5,evening
900.372,131.9469,110.9078,2724.2437,192.7061,614.9289,609.7589,0.4557,973.5557,0.2337,13.0929,1.5061,856.9375,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,6,am_peak
891.3946,131.1493,110.9078,2773.1172,192.7061,618.478,622.7645,0.5021,968.7679,0.2357,13.1054,1.5231,856.5124,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,6,midday
900.5955,130.308,110.9078,2738.4272,192.7061,618.9409,620.4101,0.3978,963.3037,0.236,12.9571,1.5001,860.6456,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,6,pm_peak
910.2387,132.1869,110.9078,2740.7031,192.7061,619.8193,614.9884,0.429,952.666,0.2343,12.9049,1.5111,859.0242,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,6,evening
896.6829,131.1486,110.9078,2755.2214,192.7061,614.2275,622.5613,0.4249,951.6989,0.2369,12.9435,1.5265,861.76,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,7,am_peak
894.3825,130.8284,110.9078,2754.4874,192.7061,613.6557,618.4224,0.4756,957.5126,0.2333,13.0999,1.5242,865.1614,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,7,midday
892.0938,131.1943,110.9078,2717.3465,192.7061,621.283,620.6027,0.4494,964.1796,0.2323,12.9546,1.5005,862.6868,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,7,pm_peak
909.967,130.2766,110.9078,2757.1037,192.7061,614.8093,616.135,0.4662,959.7161,0.2324,13.0047,1.5306,859.5431,cityflow_calibrated,city1_i12,city_1,City 1,4way,balanced,medium,7,evening
898.0197,130.1466,110.9078,2727.7163,192.7061,621.8208,618.376,0.4778,960.8241,0.2365,12.9941,1.5262,853.5285,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,1,am_peak
896.2528,131.0965,110.9078,2736.4448,192.7061,615.888,609.7872,0.3984,965.4178,0.2353,12.8132,1.5178,862.7934,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,1,midday
902.8962,132.4677,110.9078,2765.8496,192.7061,613.3014,614.8567,0.5028,974.7146,0.2348,12.9329,1.5147,862.3517,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,1,pm_peak
895.6869,132.0569,110.9078,2723.5204,192.7061,611.2016,612.8668,0.48,963.831,0.2353,13.1145,1.5247,863.5465,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,1,evening
897.4166,131.8947,110.9078,2769.3326,192.7061,624.0747,621.1326,0.4805,968.1399,0.2345,13.107,1.5209,852.4946,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,2,am_peak
890.8186,130.2084,110.9078,2743.8888,192.7061,611.9025,612.4249,0.4678,963.0404,0.2325,13.0805,1.5254,856.7253,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,2,midday
910.6696,132.5381,110.9078,2743.6252,192.7061,610.466,616.685,0.446,959.7123,0.2349,12.876,1.5326,855.038,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,2,pm_peak
901.9575,130.3092,110.9078,2753.46,192.7061,620.6166,611.1387,0.4311,956.6846,0.2317,12.9884,1.5091,860.675,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,2,evening
896.1148,129.9113,110.9078,2770.8117,192.7061,623.7454,620.0586,0.4201,959.0413,0.2317,12.8105,1.4974,856.2882,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,3,am_peak
910.4153,129.7736,110.9078,2713.4113,192.7061,616.8052,618.5716,0.422,963.8964,0.2366,12.8673,1.5234,853.5215,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,3,midday
891.9682,131.6273,110.9078,2741.3285,192.7061,616.9389,619.2732,0.4408,955.2452,0.235,12.9246,1.5193,863.8854,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,3,pm_peak
909.9058,131.6422,110.9078,2770.7455,192.7061,613.616,614.0455,0.4576,965.9693,0.2322,13.0042,1.5179,859.9245,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,3,evening
891.1593,129.627,110.9078,2736.4492,192.7061,616.861,617.2028,0.4421,953.6293,0.2354,12.9969,1.5013,852.876,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,4,am_peak
904.953,132.3741,110.9078,2719.5003,192.7061,611.4557,622.6005,0.4839,965.7443,0.2364,12.9633,1.5257,864.7461,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,4,midday
901.7393,132.4721,110.9078,2751.5043,192.7061,618.5632,610.7744,0.4084,964.8136,0.2328,12.8412,1.5283,864.9222,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,4,pm_peak
906.9089,132.3311,110.9078,2751.1948,192.7061,613.7818,616.2644,0.4478,966.0127,0.2365,12.9502,1.524,847.6563,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,4,evening
894.1398,132.4198,110.9078,2721.7797,192.7061,618.769,622.7416,0.4899,962.3491,0.2322,13.0203,1.5303,849.9703,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,5,am_peak
894.3007,129.9016,110.9078,2753.723,192.7061,619.771,614.7363,0.487,963.2788,0.2349,13.111,1.533,856.356,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,5,midday
893.6314,130.2423,110.9078,2735.9397,192.7061,621.1174,619.4019,0.4439,955.3913,0.233,12.8362,1.526,865.8849,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,5,pm_peak
901.9712,131.6906,110.9078,2757.9459,192.7061,616.9385,619.0121,0.4592,963.7866,0.2372,12.9986,1.5215,849.3571,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,5,evening
904.3711,130.1088,110.9078,2757.5803,192.7061,613.6355,611.846,0.439,962.6049,0.237,12.8862,1.499,853.543,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,6,am_peak
901.6869,131.1912,110.9078,2716.8024,192.7061,614.1859,622.1114,0.4146,967.2654,0.2351,12.8425,1.5258,849.1069,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,6,midday
896.7653,132.598,110.9078,2771.2281,192.7061,624.1721,623.0054,0.4789,962.936,0.2366,12.8672,1.499,865.0339,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,6,pm_peak
893.0083,130.7265,110.9078,2760.6735,192.7061,613.9652,617.0769,0.4289,959.1068,0.233,12.9592,1.5184,847.9529,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,6,evening
897.0226,131.0397,110.9078,2764.1754,192.7061,617.9015,610.7258,0.4978,965.6972,0.2354,12.9065,1.5295,860.9679,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,7,am_peak
904.9588,132.6124,110.9078,2756.5974,192.7061,618.6382,611.0573,0.4924,962.9325,0.2345,13.0646,1.5041,858.0228,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,7,midday
902.3933,130.91,110.9078,2763.5654,192.7061,618.808,618.2499,0.4984,953.0042,0.233,12.9459,1.5253,850.8605,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,7,pm_peak
891.8674,132.7002,110.9078,2745.0492,192.7061,612.9609,624.3476,0.456,967.3978,0.2366,13.0329,1.4977,850.02,cityflow_calibrated,city1_i13,city_1,City 1,4way,balanced,low,7,evening
453.8213,19.2917,70.8867,1433.17,162.8386,330.4776,336.2264,0.5185,139.6201,0.232,30.6263,0.1945,448.366,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,1,am_peak
452.3235,19.0569,70.8867,1411.2254,162.8386,330.713,333.7426,0.469,139.3085,0.2321,31.0056,0.1907,447.3107,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,1,midday
447.834,19.3063,70.8867,1429.8164,162.8386,335.8566,334.9852,0.4382,139.2818,0.2366,30.9201,0.1918,445.5399,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,1,pm_peak
447.6738,19.1299,70.8867,1429.8598,162.8386,334.8678,335.9839,0.4211,140.3632,0.235,31.051,0.1914,445.6314,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,1,evening
450.6838,19.3083,70.8867,1419.4423,162.8386,330.7835,331.4172,0.4281,138.4366,0.2339,30.6382,0.191,446.2331,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,2,am_peak
448.6834,19.0807,70.8867,1435.6617,162.8386,331.3294,333.0822,0.4471,137.6918,0.2367,30.5973,0.1934,449.7201,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,2,midday
446.7088,18.9991,70.8867,1417.9186,162.8386,329.335,329.7279,0.4193,140.2233,0.2326,30.8301,0.1912,445.1989,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,2,pm_peak
452.262,19.1364,70.8867,1417.5819,162.8386,331.8237,335.1482,0.4681,138.4509,0.2326,30.7788,0.1929,445.6805,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,2,evening
447.0698,18.995,70.8867,1405.1945,162.8386,335.9634,330.7854,0.5131,139.7424,0.233,31.0951,0.1925,446.0512,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,3,am_peak
450.6678,18.8937,70.8867,1420.2784,162.8386,334.4744,333.2485,0.4617,140.7849,0.2367,31.0141,0.191,448.0723,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,3,midday
451.8156,19.2138,70.8867,1427.5119,162.8386,332.6882,329.9343,0.5117,138.5717,0.2355,30.6765,0.192,447.0816,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,3,pm_peak
453.1494,18.9566,70.8867,1419.6445,162.8386,331.4074,330.6567,0.4876,138.8445,0.2346,31.0927,0.1905,448.9926,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,3,evening
446.1152,19.1806,70.8867,1431.6692,162.8386,329.5418,329.5431,0.4551,137.8233,0.2367,30.6177,0.1907,442.8935,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,4,am_peak
450.3992,18.9427,70.8867,1423.9627,162.8386,330.2389,335.7803,0.4338,140.0254,0.2329,30.8168,0.1904,445.5836,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,4,midday
448.7914,18.9261,70.8867,1434.0915,162.8386,334.2155,334.8569,0.4253,137.6002,0.2355,31.0164,0.1941,452.6653,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,4,pm_peak
451.2878,19.2688,70.8867,1409.3307,162.8386,336.6315,333.3207,0.5196,137.7383,0.2368,30.6654,0.1909,443.9282,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,4,evening
449.7214,18.93,70.8867,1419.6385,162.8386,332.2329,333.3645,0.4801,139.819,0.2368,31.2265,0.1931,449.9285,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,5,am_peak
445.3873,18.8559,70.8867,1435.7127,162.8386,335.9111,329.6229,0.4573,138.3309,0.2355,30.9854,0.1949,447.5616,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,5,midday
450.91,18.9932,70.8867,1402.8369,162.8386,336.389,329.5271,0.5004,140.5271,0.2343,30.9198,0.1916,448.0618,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,5,pm_peak
445.8455,19.2743,70.8867,1424.8025,162.8386,332.4674,332.33,0.4602,140.4259,0.2355,30.568,0.1928,442.7522,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,5,evening
453.6799,19.03,70.8867,1426.6063,162.8386,333.5271,336.5102,0.4355,139.5245,0.2328,31.1624,0.1921,451.9186,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,6,am_peak
448.2589,18.9007,70.8867,1427.5243,162.8386,332.8683,332.8414,0.4524,137.7155,0.2358,31.1577,0.1912,447.5466,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,6,midday
454.329,18.8736,70.8867,1429.6074,162.8386,330.2347,329.7923,0.4509,138.2137,0.234,30.8317,0.1907,450.736,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,6,pm_peak
448.5846,19.0616,70.8867,1410.1258,162.8386,332.822,335.3412,0.5169,139.0082,0.2348,30.9962,0.191,446.5859,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,6,evening
454.8466,19.2174,70.8867,1435.9194,162.8386,335.5772,335.3877,0.4837,140.4931,0.2355,31.0872,0.1921,451.4087,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,7,am_peak
454.9686,19.0317,70.8867,1417.0179,162.8386,328.7366,331.1036,0.454,140.7496,0.2322,30.5923,0.1908,449.9311,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,7,midday
446.8228,19.0535,70.8867,1432.7965,162.8386,331.3152,330.8229,0.443,140.6735,0.2331,30.7819,0.1906,447.4547,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,7,pm_peak
453.8402,18.8784,70.8867,1406.9606,162.8386,328.7573,329.6603,0.4836,139.8581,0.2365,30.7299,0.1935,443.5032,cityflow_calibrated,city1_i14,city_1,City 1,3way,mild_imbalance,medium,7,evening
901.9903,130.7659,110.9078,2771.3291,192.7061,612.0003,619.2661,0.4732,971.2256,0.2327,13.0231,1.524,847.752,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,1,am_peak
900.2499,131.1906,110.9078,2726.3714,192.7061,615.7913,616.8138,0.4165,966.6972,0.2352,12.8716,1.4994,851.9054,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,1,midday
906.9882,130.9549,110.9078,2771.8163,192.7061,613.2445,617.0518,0.484,955.8416,0.2352,13.0403,1.5028,853.38,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,1,pm_peak
889.8095,130.9426,110.9078,2735.1309,192.7061,613.4215,613.7727,0.4068,957.3308,0.2319,13.0788,1.4976,860.7169,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,1,evening
905.8752,130.7568,110.9078,2777.5317,192.7061,621.2007,623.4624,0.4727,961.4536,0.2322,12.9145,1.5021,861.8875,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,2,am_peak
908.0756,131.655,110.9078,2719.1282,192.7061,620.1084,615.8895,0.4302,955.7662,0.2324,12.8754,1.523,863.0849,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,2,midday
909.4401,130.8833,110.9078,2715.462,192.7061,617.2146,622.3024,0.4495,961.246,0.2336,12.8749,1.5129,853.0404,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,2,pm_peak
905.7971,129.6019,110.9078,2778.0151,192.7061,614.8989,620.1012,0.4825,956.3983,0.2333,12.9532,1.5222,865.769,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,2,evening
906.4794,129.5871,110.9078,2760.8063,192.7061,616.7167,611.7795,0.4237,967.9251,0.2325,12.9611,1.5059,864.921,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,3,am_peak
905.311,131.3084,110.9078,2767.7542,192.7061,617.2838,618.1723,0.4597,969.822,0.2358,12.9973,1.5243,864.9802,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,3,midday
897.347,131.0277,110.9078,2726.5751,192.7061,622.0925,611.3019,0.4264,973.4114,0.2355,12.8463,1.5173,863.6033,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,3,pm_peak
910.6965,130.2514,110.9078,2722.3591,192.7061,618.8911,612.8181,0.5006,971.4313,0.2316,12.8493,1.5176,859.1143,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,3,evening
889.7623,130.7413,110.9078,2757.4332,192.7061,614.0425,618.9909,0.4389,959.3949,0.2345,13.0926,1.5167,863.7008,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,4,am_peak
899.1049,130.4725,110.9078,2740.4591,192.7061,611.0395,617.0952,0.4824,973.021,0.2322,12.8574,1.5204,861.4659,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,4,midday
899.1151,130.5891,110.9078,2723.9617,192.7061,621.8073,623.0376,0.4974,960.3553,0.2367,12.9536,1.505,864.5669,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,4,pm_peak
899.3763,132.3735,110.9078,2744.8253,192.7061,611.5106,621.2635,0.4631,959.449,0.2366,12.8281,1.5044,866.8113,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,4,evening
889.9003,131.6621,110.9078,2733.381,192.7061,615.136,611.8595,0.4148,954.3055,0.2351,12.8745,1.5156,855.5598,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,5,am_peak
901.57,130.2602,110.9078,2766.1969,192.7061,613.8248,619.8294,0.4457,973.751,0.2334,12.8169,1.5302,855.2742,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,5,midday
908.2086,131.1386,110.9078,2751.942,192.7061,611.2533,615.7011,0.4262,969.9012,0.2371,12.9113,1.5162,850.4582,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,5,pm_peak
895.1149,131.4297,110.9078,2773.5746,192.7061,623.2753,619.2251,0.4556,957.8693,0.2332,12.8526,1.519,862.5104,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,5,evening
889.7807,132.0029,110.9078,2768.9281,192.7061,612.8035,616.8033,0.4398,957.0241,0.2364,13.0354,1.5323,852.11,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,6,am_peak
896.0553,130.2999,110.9078,2736.8934,192.7061,621.4559,616.321,0.4214,960.8485,0.235,12.9974,1.4975,860.8105,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,6,midday
891.7711,132.1866,110.9078,2734.1101,192.7061,619.5367,620.1206,0.4819,958.1656,0.2324,13.0481,1.5053,865.1155,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,6,pm_peak
897.3089,131.119,110.9078,2750.5414,192.7061,612.7595,614.9733,0.3979,962.701,0.2361,13.1044,1.5035,849.1004,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,6,evening
891.834,130.9677,110.9078,2735.4206,192.7061,609.9171,622.2082,0.398,969.5051,0.2358,12.9942,1.5009,855.7124,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,7,am_peak
889.4658,131.7469,110.9078,2733.4106,192.7061,622.4305,620.9346,0.4832,953.1553,0.2321,12.9389,1.5059,855.3569,cityflow_calibrated,city1_i15,city_1,City 1,4way,balanced,medium,7,midday
