method,intersection_id,city,topology,lane_profile,risk_level,overflow_count,overflow_duration_minutes,overflow_switch_success,throughput,stop_frequency,average_delay_seconds,safety_violation_rate,setting,setting_description
calibrated_sim_plus_domain_randomization_plus_opm,city3_i12,city_3,4way,mild_imbalance,medium,14955.154,259.6344,0.8629,22523.6056,0.7176,160.3765,0.1162,V2,heavier vehicle dynamics
default_sim,city3_i13,city_3,3way,severe_imbalance,high,26613.6501,449.3794,0.5385,12191.6793,0.3424,78.6039,0.2707,V2,heavier vehicle dynamics
calibrated_sim_plus_domain_randomization_plus_opm,city3_i13,city_3,3way,severe_imbalance,high,14719.5202,253.2406,0.8629,13018.3219,0.2885,64.5505,0.1234,V2,heavier vehicle dynamics
default_sim,city3_i14,city_3,4way,balanced,medium,28052.9732,477.6971,0.5364,23436.3651,0.7252,166.4776,0.2707,V2,heavier vehicle dynamics
calibrated_sim_plus_domain_randomization_plus_opm,city3_i14,city_3,4way,balanced,medium,15032.4524,259.4805,0.8624,25095.6888,0.6051,135.1942,0.1151,V2,heavier vehicle dynamics
default_sim,city3_i15,city_3,3way,balanced,low,2071.5578,35.0876,0.553,12071.1236,0.0669,15.2614,0.2707,V2,heavier vehicle dynamics
calibrated_sim_plus_domain_randomization_plus_opm,city3_i15,city_3,3way,balanced,low,1051.225,18.3626,0.8662,12936.4166,0.0553,12.3536,0.109,V2,heavier vehicle dynamics
default_sim,city3_i16,city_3,4way,mild_imbalance,medium,27867.9404,476.129,0.5387,21045.1164,0.8591,197.2335,0.2707,V2,heavier vehicle dynamics
calibrated_sim_plus_domain_randomization_plus_opm,city3_i16,city_3,4way,mild_imbalance,medium,15388.6416,263.3768,0.8629,22523.6056,0.7176,160.3765,0.1162,V2,heavier vehicle dynamics
default_sim,city3_i17,city_3,4way,severe_imbalance,high,28424.6893,481.4072,0.536,19792.1095,1.1432,262.4537,0.2707,V2,heavier vehicle dynamics
calibrated_sim_plus_domain_randomization_plus_opm,city3_i17,city_3,4way,severe_imbalance,high,15801.1132,272.2252,0.8623,21134.0905,0.9642,215.7362,0.1239,V2,heavier vehicle dynamics
default_sim,city3_i18,city_3,3way,mild_imbalance,medium,15315.2075,259.1499,0.5482,12064.0795,0.1097,25.1685,0.2707,V2,heavier vehicle dynamics
calibrated_sim_plus_domain_randomization_plus_opm,city3_i18,city_3,3way,mild_imbalance,medium,7902.6473,138.0735,0.8651,12911.621,0.0912,20.3882,0.1142,V2,heavier vehicle dynamics
default_sim,city3_i19,city_3,4way,balanced,medium,27845.1175,475.9356,0.5364,23436.3651,0.7252,166.4776,0.2707,V2,heavier vehicle dynamics
calibrated_sim_plus_domain_randomization_plus_opm,city3_i19,city_3,4way,balanced,medium,15162.0638,260.5995,0.8624,25095.6888,0.6051,135.1942,0.1151,V2,heavier vehicle dynamics
default_sim,city3_i20,city_3,4way,balanced,low,28231.4873,479.2099,0.5364,23444.8046,0.7252,166.4776,0.2707,V2,heavier vehicle dynamics
calibrated_sim_plus_domain_randomization_plus_opm,city3_i20,city_3,4way,balanced,low,14952.792,257.0981,0.8624,25125.3957,0.6032,134.7134,0.1125,V2,heavier vehicle dynamics
default_sim,city3_i21,city_3,3way,mild_imbalance,medium,15487.5207,260.6102,0.5482,12064.0795,0.1097,25.1685,0.2707,V2,heavier vehicle dynamics
calibrated_sim_plus_domain_randomization_plus_opm,city3_i21,city_3,3way,mild_imbalance,medium,8007.9231,138.9849,0.8651,12911.621,0.0912,20.3882,0.1142,V2,heavier vehicle dynamics
default_sim,city1_i01,city_1,4way,balanced,medium,26265.2804,446.8196,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i01,city_1,4way,balanced,medium,14631.4417,250.3652,0.8575,24684.3277,0.6181,138.1105,0.1235,V3,rain weather gap
default_sim,city1_i02,city_1,4way,balanced,medium,26062.6246,445.1001,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i02,city_1,4way,balanced,medium,14317.1396,247.6699,0.8575,24684.3277,0.6181,138.1105,0.1235,V3,rain weather gap
default_sim,city1_i03,city_1,4way,mild_imbalance,medium,26339.1618,447.4465,0.5315,20749.4497,0.8767,201.2849,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i03,city_1,4way,mild_imbalance,medium,14503.9598,249.9547,0.858,22155.7433,0.7328,163.802,0.1244,V3,rain weather gap
default_sim,city1_i04,city_1,4way,mild_imbalance,medium,26259.9581,446.7744,0.5315,20749.4497,0.8767,201.2849,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i04,city_1,4way,mild_imbalance,medium,14785.6415,252.3706,0.858,22155.7433,0.7328,163.802,0.1244,V3,rain weather gap
default_sim,city1_i05,city_1,4way,severe_imbalance,high,26747.5854,451.4345,0.5288,19533.5584,1.1666,267.8448,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i05,city_1,4way,severe_imbalance,high,15033.442,259.1085,0.8574,20794.5507,0.984,220.1612,0.1317,V3,rain weather gap
default_sim,city1_i06,city_1,4way,balanced,medium,26818.6326,451.5147,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i06,city_1,4way,balanced,medium,14535.6058,249.5434,0.8575,24684.3277,0.6181,138.1105,0.1235,V3,rain weather gap
default_sim,city1_i07,city_1,3way,mild_imbalance,medium,14301.041,242.0782,0.5412,11894.589,0.1119,25.6855,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i07,city_1,3way,mild_imbalance,medium,7776.3689,133.8894,0.8602,12700.7446,0.0932,20.8223,0.1223,V3,rain weather gap
default_sim,city1_i08,city_1,3way,balanced,low,1935.5953,32.8872,0.5461,11894.589,0.0683,15.5922,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i08,city_1,3way,balanced,low,1043.0374,17.9012,0.8614,12723.1317,0.0565,12.6226,0.1173,V3,rain weather gap
default_sim,city1_i09,city_1,4way,balanced,medium,26053.0822,445.0191,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i09,city_1,4way,balanced,medium,14796.793,251.7832,0.8575,24684.3277,0.6181,138.1105,0.1235,V3,rain weather gap
default_sim,city1_i10,city_1,4way,severe_imbalance,high,26695.1975,450.99,0.5288,19533.5584,1.1666,267.8448,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i10,city_1,4way,severe_imbalance,high,14993.1072,258.7636,0.8574,20794.5507,0.984,220.1612,0.1317,V3,rain weather gap
default_sim,city1_i11,city_1,3way,mild_imbalance,medium,14057.6558,240.0131,0.5412,11894.589,0.1119,25.6855,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i11,city_1,3way,mild_imbalance,medium,7881.9938,134.7977,0.8602,12700.7446,0.0932,20.8223,0.1223,V3,rain weather gap
default_sim,city1_i12,city_1,4way,balanced,medium,26231.0287,446.529,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i12,city_1,4way,balanced,medium,14543.5314,249.6113,0.8575,24684.3277,0.6181,138.1105,0.1235,V3,rain weather gap
default_sim,city1_i13,city_1,4way,balanced,low,26331.0213,447.3774,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i13,city_1,4way,balanced,low,14254.2024,245.6696,0.8575,24711.1491,0.6163,137.6622,0.121,V3,rain weather gap
default_sim,city1_i14,city_1,3way,mild_imbalance,medium,14320.2955,242.2415,0.5412,11894.589,0.1119,25.6855,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i14,city_1,3way,mild_imbalance,medium,7844.7965,134.4779,0.8602,12700.7446,0.0932,20.8223,0.1223,V3,rain weather gap
default_sim,city1_i15,city_1,4way,balanced,medium,26016.7157,444.7106,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i15,city_1,4way,balanced,medium,14526.9631,249.4692,0.8575,24684.3277,0.6181,138.1105,0.1235,V3,rain weather gap
default_sim,city1_i16,city_1,3way,severe_imbalance,high,24287.1804,415.009,0.5316,11960.6701,0.3393,77.8986,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i16,city_1,3way,severe_imbalance,high,13961.6167,240.6463,0.8581,12732.7932,0.2859,63.959,0.1311,V3,rain weather gap
default_sim,city1_i17,city_1,4way,balanced,low,26316.9949,447.2584,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i17,city_1,4way,balanced,low,14527.9287,248.019,0.8575,24711.1491,0.6163,137.6622,0.121,V3,rain weather gap
default_sim,city1_i18,city_1,3way,mild_imbalance,medium,14121.2834,240.553,0.5412,11894.589,0.1119,25.6855,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i18,city_1,3way,mild_imbalance,medium,7904.1216,134.988,0.8602,12700.7446,0.0932,20.8223,0.1223,V3,rain weather gap
default_sim,city2_i01,city_2,3way,severe_imbalance,high,25130.4095,423.8811,0.5304,12733.8183,0.3655,83.9121,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city2_i01,city_2,3way,severe_imbalance,high,14434.7575,248.2247,0.8578,13529.8884,0.3096,69.3197,0.1356,V3,rain weather gap
default_sim,city2_i02,city_2,4way,severe_imbalance,high,26230.8122,447.0498,0.5288,19533.5584,1.1666,267.8448,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city2_i02,city_2,4way,severe_imbalance,high,15677.3224,267.1916,0.8574,20754.7224,0.9888,221.4024,0.136,V3,rain weather gap
default_sim,city2_i03,city_2,4way,mild_imbalance,high,26433.3751,448.2458,0.5315,20749.4497,0.8767,201.2849,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city2_i03,city_2,4way,mild_imbalance,high,15341.8986,261.2745,0.858,22087.4752,0.7387,165.3072,0.1313,V3,rain weather gap
default_sim,city2_i04,city_2,3way,mild_imbalance,medium,14413.9379,243.0361,0.5412,11894.589,0.1119,25.6855,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city2_i04,city_2,3way,mild_imbalance,medium,8071.0544,137.4372,0.8602,12682.8749,0.0935,20.91,0.1254,V3,rain weather gap
default_sim,city3_i01,city_3,4way,balanced,medium,26666.8814,450.2271,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i01,city_3,4way,balanced,medium,14918.3731,253.6937,0.8575,24668.3625,0.6191,138.3774,0.1249,V3,rain weather gap
default_sim,city3_i02,city_3,4way,mild_imbalance,medium,26424.5046,448.1706,0.5315,20749.4497,0.8767,201.2849,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i02,city_3,4way,mild_imbalance,medium,14655.0512,252.1954,0.858,22140.157,0.7342,164.1457,0.126,V3,rain weather gap
default_sim,city3_i03,city_3,3way,balanced,low,1908.2102,32.6549,0.5461,11894.589,0.0683,15.598,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i03,city_3,3way,balanced,low,1025.0011,17.8003,0.8614,12716.0625,0.0566,12.6438,0.1186,V3,rain weather gap
default_sim,city3_i04,city_3,4way,mild_imbalance,medium,26166.3476,445.9802,0.5315,20749.4497,0.8767,201.2849,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i04,city_3,4way,mild_imbalance,medium,14776.3587,253.2352,0.858,22140.157,0.7342,164.1457,0.126,V3,rain weather gap
default_sim,city3_i05,city_3,4way,severe_imbalance,high,26620.4748,450.356,0.5288,19533.5584,1.1666,267.8448,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i05,city_3,4way,severe_imbalance,high,15698.8737,266.0862,0.8574,20774.6365,0.9864,220.7818,0.1339,V3,rain weather gap
default_sim,city3_i06,city_3,3way,balanced,low,1951.1347,33.0191,0.5461,11894.589,0.0683,15.598,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i06,city_3,3way,balanced,low,1022.1664,17.7758,0.8614,12716.0625,0.0566,12.6438,0.1186,V3,rain weather gap
default_sim,city3_i07,city_3,4way,balanced,medium,26512.5879,448.918,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i07,city_3,4way,balanced,medium,14789.7514,252.5912,0.8575,24668.3625,0.6191,138.3774,0.1249,V3,rain weather gap
default_sim,city3_i08,city_3,4way,mild_imbalance,medium,26048.6367,444.9814,0.5315,20749.4497,0.8767,201.2849,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i08,city_3,4way,mild_imbalance,medium,14641.3975,252.0783,0.858,22140.157,0.7342,164.1457,0.126,V3,rain weather gap
default_sim,city3_i09,city_3,3way,mild_imbalance,medium,14235.9146,241.5256,0.5412,11894.589,0.1119,25.6855,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i09,city_3,3way,mild_imbalance,medium,7974.9139,136.1037,0.8602,12691.8097,0.0933,20.8661,0.1239,V3,rain weather gap
default_sim,city3_i10,city_3,4way,balanced,medium,26395.2066,447.922,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i10,city_3,4way,balanced,medium,14473.1858,249.8778,0.8575,24668.3625,0.6191,138.3774,0.1249,V3,rain weather gap
default_sim,city3_i11,city_3,4way,balanced,low,26692.8315,450.4473,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i11,city_3,4way,balanced,low,14251.0065,246.3895,0.8575,24697.4191,0.6172,137.8917,0.1223,V3,rain weather gap
default_sim,city3_i12,city_3,4way,mild_imbalance,medium,26244.7715,446.6456,0.5315,20749.4497,0.8767,201.2849,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i12,city_3,4way,mild_imbalance,medium,14605.4269,251.77,0.858,22140.157,0.7342,164.1457,0.126,V3,rain weather gap
default_sim,city3_i13,city_3,3way,severe_imbalance,high,24809.3349,419.4208,0.5313,12032.4152,0.3494,80.2185,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i13,city_3,3way,severe_imbalance,high,14343.2001,245.1323,0.858,12796.903,0.2951,66.0593,0.1333,V3,rain weather gap
default_sim,city3_i14,city_3,4way,balanced,medium,26151.0767,445.8506,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i14,city_3,4way,balanced,medium,14687.2805,251.7129,0.8575,24668.3625,0.6191,138.3774,0.1249,V3,rain weather gap
default_sim,city3_i15,city_3,3way,balanced,low,1931.1132,32.8492,0.5461,11894.589,0.0683,15.598,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i15,city_3,3way,balanced,low,1028.684,17.832,0.8614,12716.0625,0.0566,12.6438,0.1186,V3,rain weather gap
default_sim,city3_i16,city_3,4way,mild_imbalance,medium,25978.5886,444.3871,0.5315,20749.4497,0.8767,201.2849,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i16,city_3,4way,mild_imbalance,medium,15028.7773,255.399,0.858,22140.157,0.7342,164.1457,0.126,V3,rain weather gap
default_sim,city3_i17,city_3,4way,severe_imbalance,high,26497.5917,449.3134,0.5288,19533.5584,1.1666,267.8448,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i17,city_3,4way,severe_imbalance,high,15395.8793,263.497,0.8574,20774.6365,0.9864,220.7818,0.1339,V3,rain weather gap
default_sim,city3_i18,city_3,3way,mild_imbalance,medium,14276.8884,241.8732,0.5412,11894.589,0.1119,25.6855,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i18,city_3,3way,mild_imbalance,medium,7720.6784,133.9187,0.8602,12691.8097,0.0933,20.8661,0.1239,V3,rain weather gap
default_sim,city3_i19,city_3,4way,balanced,medium,25957.3129,444.2065,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i19,city_3,4way,balanced,medium,14813.9158,252.7984,0.8575,24668.3625,0.6191,138.3774,0.1249,V3,rain weather gap
default_sim,city3_i20,city_3,4way,balanced,low,26317.4882,447.2626,0.5291,23101.9351,0.74,169.8973,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i20,city_3,4way,balanced,low,14622.0257,249.5726,0.8575,24697.4191,0.6172,137.8917,0.1223,V3,rain weather gap
default_sim,city3_i21,city_3,3way,mild_imbalance,medium,14437.5193,243.2362,0.5412,11894.589,0.1119,25.6855,0.2775,V3,rain weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i21,city_3,3way,mild_imbalance,medium,7823.5301,134.8027,0.8602,12691.8097,0.0933,20.8661,0.1239,V3,rain weather gap
default_sim,city1_i01,city_1,4way,balanced,medium,29608.1342,510.651,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i01,city_1,4way,balanced,medium,18258.3899,311.6931,0.8466,23051.2661,0.6603,150.1735,0.1493,V4,snow weather gap
default_sim,city1_i02,city_1,4way,balanced,medium,29379.6859,508.6858,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i02,city_1,4way,balanced,medium,17866.1764,308.3375,0.8466,23051.2661,0.6603,150.1735,0.1493,V4,snow weather gap
default_sim,city1_i03,city_1,4way,mild_imbalance,medium,29691.4188,511.3674,0.5139,19601.9838,0.9284,216.7798,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i03,city_1,4way,mild_imbalance,medium,18081.6118,310.917,0.8471,20690.2422,0.7827,178.0817,0.1502,V4,snow weather gap
default_sim,city1_i04,city_1,4way,mild_imbalance,medium,29602.1346,510.5994,0.5139,19601.9838,0.9284,216.7798,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i04,city_1,4way,mild_imbalance,medium,18432.7752,313.9222,0.8471,20690.2422,0.7827,178.0817,0.1502,V4,snow weather gap
default_sim,city1_i05,city_1,4way,severe_imbalance,high,30151.8235,515.9252,0.511,18453.3325,1.2354,288.4635,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i05,city_1,4way,severe_imbalance,high,18658.3193,321.1245,0.8465,19420.2418,1.0507,239.2885,0.1579,V4,snow weather gap
default_sim,city1_i06,city_1,4way,balanced,medium,30231.9131,516.0168,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i06,city_1,4way,balanced,medium,18138.7976,310.67,0.8466,23051.2661,0.6603,150.1735,0.1493,V4,snow weather gap
default_sim,city1_i07,city_1,3way,mild_imbalance,medium,16121.1735,276.6608,0.5244,11236.806,0.1185,27.6628,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i07,city_1,3way,mild_imbalance,medium,9696.5635,166.5452,0.8496,11860.6484,0.0995,22.6308,0.1478,V4,snow weather gap
default_sim,city1_i08,city_1,3way,balanced,low,2181.9438,37.5854,0.5298,11236.806,0.0723,16.8915,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i08,city_1,3way,balanced,low,1304.3614,22.3185,0.8508,11881.1434,0.0603,13.7197,0.1425,V4,snow weather gap
default_sim,city1_i09,city_1,4way,balanced,medium,29368.9291,508.5933,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i09,city_1,4way,balanced,medium,18464.7298,313.4585,0.8466,23051.2661,0.6603,150.1735,0.1493,V4,snow weather gap
default_sim,city1_i10,city_1,4way,severe_imbalance,high,30092.7681,515.4172,0.511,18453.3325,1.2354,288.4635,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i10,city_1,4way,severe_imbalance,high,18608.2589,320.697,0.8465,19420.2418,1.0507,239.2885,0.1579,V4,snow weather gap
default_sim,city1_i11,city_1,3way,mild_imbalance,medium,15846.812,274.3007,0.5244,11236.806,0.1185,27.6628,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i11,city_1,3way,mild_imbalance,medium,9828.27,167.6751,0.8496,11860.6484,0.0995,22.6308,0.1478,V4,snow weather gap
default_sim,city1_i12,city_1,4way,balanced,medium,29569.5233,510.3188,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i12,city_1,4way,balanced,medium,18148.6878,310.7546,0.8466,23051.2661,0.6603,150.1735,0.1493,V4,snow weather gap
default_sim,city1_i13,city_1,4way,balanced,low,29682.2422,511.2884,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i13,city_1,4way,balanced,low,17817.7185,306.2761,0.8466,23075.8207,0.6585,149.7057,0.1468,V4,snow weather gap
default_sim,city1_i14,city_1,3way,mild_imbalance,medium,16142.8785,276.8475,0.5244,11236.806,0.1185,27.6628,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i14,city_1,3way,mild_imbalance,medium,9781.8876,167.2772,0.8496,11860.6484,0.0995,22.6308,0.1478,V4,snow weather gap
default_sim,city1_i15,city_1,4way,balanced,medium,29327.9341,508.2406,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i15,city_1,4way,balanced,medium,18128.0124,310.5777,0.8466,23051.2661,0.6603,150.1735,0.1493,V4,snow weather gap
default_sim,city1_i16,city_1,3way,severe_imbalance,high,27378.276,474.2961,0.5141,11299.2327,0.3593,83.8952,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i16,city_1,3way,severe_imbalance,high,17328.796,298.2409,0.8472,11891.2847,0.3052,69.5096,0.1571,V4,snow weather gap
default_sim,city1_i17,city_1,4way,balanced,low,29666.4306,511.1524,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i17,city_1,4way,balanced,low,18159.8757,309.2051,0.8466,23075.8207,0.6585,149.7057,0.1468,V4,snow weather gap
default_sim,city1_i18,city_1,3way,mild_imbalance,medium,15918.5377,274.9177,0.5244,11236.806,0.1185,27.6628,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city1_i18,city_1,3way,mild_imbalance,medium,9855.8618,167.9118,0.8496,11860.6484,0.0995,22.6308,0.1478,V4,snow weather gap
default_sim,city2_i01,city_2,3way,severe_imbalance,high,28328.8253,484.4355,0.5127,12029.6251,0.3871,90.3716,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city2_i01,city_2,3way,severe_imbalance,high,17868.3957,306.9565,0.8469,12636.1784,0.3305,75.3217,0.1619,V4,snow weather gap
default_sim,city2_i02,city_2,4way,severe_imbalance,high,29569.2792,510.9141,0.511,18453.3325,1.2354,288.4635,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city2_i02,city_2,4way,severe_imbalance,high,19406.1822,330.4138,0.8465,19383.7797,1.0557,240.5839,0.1623,V4,snow weather gap
default_sim,city2_i03,city_2,4way,mild_imbalance,high,29797.6228,512.281,0.5139,19601.9838,0.9284,216.7798,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city2_i03,city_2,4way,mild_imbalance,high,19040.1514,323.7811,0.8471,20627.744,0.7888,179.6526,0.1573,V4,snow weather gap
default_sim,city2_i04,city_2,3way,mild_imbalance,medium,16248.439,277.7555,0.5244,11236.806,0.1185,27.6628,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city2_i04,city_2,3way,mild_imbalance,medium,10042.6185,170.6576,0.8496,11844.289,0.0998,22.7223,0.151,V4,snow weather gap
default_sim,city3_i01,city_3,4way,balanced,medium,30060.8481,514.5453,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i01,city_3,4way,balanced,medium,18598.1057,315.5786,0.8466,23036.6503,0.6613,150.452,0.1508,V4,snow weather gap
default_sim,city3_i02,city_3,4way,mild_imbalance,medium,29787.6233,512.195,0.5139,19601.9838,0.9284,216.7798,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i02,city_3,4way,mild_imbalance,medium,18250.6547,313.4289,0.8471,20675.9732,0.7841,178.4404,0.1519,V4,snow weather gap
default_sim,city3_i03,city_3,3way,balanced,low,2151.0733,37.3199,0.5298,11236.806,0.0723,16.8915,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i03,city_3,3way,balanced,low,1280.6625,22.1764,0.8508,11874.6716,0.0604,13.7419,0.1438,V4,snow weather gap
default_sim,city3_i04,city_3,4way,mild_imbalance,medium,29496.61,509.6916,0.5139,19601.9838,0.9284,216.7798,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i04,city_3,4way,mild_imbalance,medium,18401.7248,314.7212,0.8471,20675.9732,0.7841,178.4404,0.1519,V4,snow weather gap
default_sim,city3_i05,city_3,4way,severe_imbalance,high,30008.5352,514.6926,0.511,18453.3325,1.2354,288.4635,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i05,city_3,4way,severe_imbalance,high,19458.2446,329.4058,0.8465,19402.0107,1.0532,239.9362,0.1601,V4,snow weather gap
default_sim,city3_i06,city_3,3way,balanced,low,2199.4609,37.7361,0.5298,11236.806,0.0723,16.8915,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i06,city_3,3way,balanced,low,1277.1209,22.146,0.8508,11874.6716,0.0604,13.7419,0.1438,V4,snow weather gap
default_sim,city3_i07,city_3,4way,balanced,medium,29886.9173,513.0491,0.5113,21824.3743,0.7836,182.976,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i07,city_3,4way,balanced,medium,18437.7585,314.2072,0.8466,23036.6503,0.6613,150.452,0.1508,V4,snow weather gap
default_sim,city3_i08,city_3,4way,mild_imbalance,medium,29363.9177,508.5502,0.5139,19601.9838,0.9284,216.7798,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i08,city_3,4way,mild_imbalance,medium,18233.6511,313.2834,0.8471,20675.9732,0.7841,178.4404,0.1519,V4,snow weather gap
default_sim,city3_i09,city_3,3way,mild_imbalance,medium,16047.7582,276.0292,0.5244,11236.806,0.1185,27.6628,0.2965,V4,snow weather gap
calibrated_sim_plus_domain_randomization_plus_opm,city3_i09,city_3,3way,mild_imbalance,medium,9933.4725,169.1496,0.8496,11852.4687,0.0997,22.6765,0.1494,V4,snow weather gap
